Coord_x,Coord_y,ISOS_z,ISOS_Size_x,ISOS_Size_y,COST_z,COST_Size_x,COST_Size_y,Cone_Type(L=1;M=2;S=3),,,,
127,217,28.42060453,6.121408764,7.651603798,53.87390876,11.69180011,8.081903884,1,,,,
128,43,27.07627681,6.198718434,11.65111413,54.78824011,7.688938946,10.93330932,2,,,,
128,242,26.7208243,6.026144176,8.484432336,53.14843911,6.002881467,7.909968403,2,,,,
129,191,24.89849131,7.180431803,10.1774978,49.19458972,6.196377778,6.945858754,1,,,,
130,78,25.9090718,7.802173447,8.013210979,46.18386551,6.126629032,8.669969351,2,,,,
131,52,27.15514743,11.51481821,8.26811826,56.23940061,7.768680695,7.593279403,1,,,,
131,96,30.73560942,7.735773741,9.086456237,54.31884254,7.205769787,8.790967513,3,,,,
131,122,29.17999052,6.336380116,9.727983324,54.67023723,7.525204031,8.076666794,3,,,,
131,151,26.18959654,9.663993206,9.134304335,52.72801955,10.16121032,7.692511935,2,,,,
131,160,26.4924762,6.127571724,10.18895252,50.81494648,7.270418826,9.154843755,1,,,,
131,224,29.22421891,6.755572349,8.325817938,55.39133245,9.257114553,7.236695753,1,,,,
132,208,26.26565276,7.660826855,8.025927461,48.22501192,7.92426294,9.515461119,1,,,,
133,105,27.01989329,6.945035028,7.595305086,61.39066759,7.448719373,8.975135165,2,,,,
133,166,27.57748537,7.388165935,16.10467485,49.86818392,5.965643563,7.879420317,1,,,,
133,180,24.34650874,7.758250578,8.698089978,53.47203135,7.734168606,8.452471777,1,,,,
134,217,31.11463731,9.460285801,8.098106707,62.73213075,17.27523654,8.665936467,3,,,,
135,60,32.49494261,6.843492911,7.956033272,57.50969506,8.63625916,8.944001901,3,,,,
135,79,26.73552244,6.272563492,7.988082835,50.30876513,10.43958987,12.4147625,2,,,,
135,115,25.85252752,7.665033387,8.182045731,51.74893806,6.781323268,8.776901041,1,,,,
136,142,30.62645105,6.512145142,9.258988808,54.30795179,8.872427437,9.513012798,3,,,,
136,153,25.46199804,10.2676587,7.393793689,51.83705811,14.65963935,7.292420535,1,,,,
138,24,26.59029642,17.22054509,17.63583029,51.1670497,10.85342348,11.66944394,1,,,,
138,94,27.60633135,5.94570349,9.87292209,51.87212126,6.564411822,7.785949043,1,,,,
138,172,29.82330912,6.711862978,11.01419314,53.57183424,11.72588206,12.19256621,3,,,,
139,4,24.65363194,11.88951623,11.42291129,52.79538144,9.310485732,9.878977167,1,,,,
139,68,25.87481414,6.64841526,9.318761712,53.39576592,6.354347689,7.907770956,1,,,,
139,123,26.57139277,7.40992191,12.28505541,52.30503498,6.33011096,7.655281859,1,,,,
139,208,27.40643202,7.989934843,11.13380361,52.44959393,6.235437669,8.229896626,2,,,,
140,84,26.08654409,8.681326662,11.64683838,51.63033129,6.384553592,7.0892471,1,,,,
141,14,26.5018608,9.329390224,11.2750232,54.11484593,8.300936142,11.19830832,1,,,,
141,108,26.82235747,9.329184139,8.698357747,51.5437499,5.794343773,8.044250617,1,,,,
142,23,NaN,NaN,NaN,NaN,NaN,NaN,1,,,,
142,60,26.24109841,6.959995662,7.0555119,54.27723566,6.097437519,6.703653077,1,,,,
142,101,26.71742251,9.898587744,7.58257907,53.01262686,6.285259422,6.938944865,1,,,,
142,132,26.21735044,7.682404583,9.730423525,63.59680704,15.28823891,9.104823855,1,,,,
142,245,27.66003379,7.862979923,10.14499727,51.29977999,6.571109527,7.780713719,1,,,,
143,117,25.14465932,7.078781552,8.671293132,49.95897326,6.477626952,7.916250444,1,,,,
143,141,27.34820132,5.983806237,8.914047527,52.66037168,7.298561681,9.716282361,1,,,,
143,215,26.60777188,6.780841348,8.985494852,51.1227819,8.415557208,8.6358718,1,,,,
143,235,NaN,NaN,NaN,NaN,NaN,NaN,1,,,,
144,76,26.65904637,6.248888097,7.373993769,52.18510874,8.016549631,10.6697625,2,,,,
144,160,26.59515809,8.24536773,8.665200709,51.72812916,8.074864301,7.715433678,1,,,,
144,169,26.92959756,6.213186057,8.386588478,51.74802891,6.361617647,8.82993203,1,,,,
144,255,26.8062156,6.161437842,8.123509557,51.85730425,8.226460159,8.87094427,1,,,,
145,42,26.41116379,5.836427146,8.262278678,49.96671187,6.738295274,9.682310967,2,,,,
145,92,30.8327599,5.673135672,8.51899788,64.79051968,8.471713685,10.38290048,3,,,,
146,8,27.28880709,9.831972742,8.193206804,55.94988516,9.2506537,9.365101131,2,,,,
146,17,26.07209405,9.698565064,15.32479956,53.41888388,8.168238229,10.52530122,1,,,,
146,26,26.78920396,7.433588803,9.766454152,50.91213469,8.564648618,11.29127981,1,,,,
146,68,26.33720199,11.20678946,13.72874795,NaN,NaN,NaN,1,,,,
146,123,26.59238509,6.42879548,10.43459865,52.89121899,7.962782516,8.596147817,2,,,,
147,52,26.70341944,11.80864827,16.9442287,50.53586635,8.078720898,7.301285334,1,,,,
147,178,30.71537437,6.581866843,9.279194036,53.52983697,6.504105622,7.652323041,3,,,,
148,108,26.53021875,5.966019431,8.029626945,48.49963376,7.35665651,9.590476028,2,,,,
148,221,26.87641144,13.25375815,14.29773693,51.47907706,9.06355714,10.53240418,1,,,,
148,242,27.64853529,7.402380139,7.97485889,51.74737242,7.065528814,7.53578216,2,,,,
149,33,26.85609206,9.766875642,8.93755972,55.28644358,8.745966405,11.94518201,1,,,,
149,82,25.89804643,9.906714538,10.33195074,52.62172762,9.485444304,9.245492056,2,,,,
149,187,27.40264808,9.414140077,11.38164313,53.57589828,6.797298148,9.616349177,1,,,,
149,208,27.54542868,5.216894523,8.588511539,52.34506947,7.085540517,8.669284533,1,,,,
150,99,26.52790664,6.089609286,8.402506012,46.23984272,9.588049084,9.480097474,1,,,,
150,129,27.34680505,6.180632398,7.74483003,50.29571884,7.845057321,9.395714411,2,,,,
150,137,28.53035759,5.756830857,8.409027932,55.53862786,9.50751825,10.64036132,3,,,,
151,74,25.34607103,8.063577373,9.168538777,NaN,NaN,NaN,1,,,,
151,197,27.19880866,6.890380461,9.316015284,47.90030225,7.061361295,9.794551707,1,,,,
151,230,31.72919827,7.004418837,8.61422769,53.88038015,10.03863101,10.62700929,3,,,,
152,116,26.9771404,8.769867442,7.797433878,52.4734863,6.08841822,7.529348694,1,,,,
152,157,27.34065884,11.54454312,9.914118025,52.1588053,9.119792566,9.892775846,1,,,,
152,169,24.98404565,9.473365077,15.65797159,50.43311247,6.693416683,8.775897549,1,,,,
152,250,25.96468695,10.60898399,12.53188281,50.00039846,8.246539149,8.831799661,1,,,,
153,49,27.02408976,8.638472679,8.346917533,51.38211796,6.473571277,8.964929052,1,,,,
154,179,26.4720279,7.598881851,7.326284678,53.84013787,13.09140006,8.916782408,1,,,,
154,240,27.54100207,12.24193397,9.142731932,52.71723036,6.254592991,7.73953455,2,,,,
155,38,27.16731507,9.825481954,8.332887966,53.03643837,9.170886448,10.54243281,1,,,,
155,107,25.42958904,6.516145666,7.544277351,50.63320536,7.635045553,7.708934675,1,,,,
155,189,27.12187726,6.635662841,7.586806403,51.6351849,9.179599244,8.443641571,1,,,,
155,205,26.70135808,7.602018723,7.75350636,53.29936461,10.73278673,11.99312893,1,,,,
157,61,28.11526996,9.226111074,11.66263951,52.66898127,7.905443267,9.11130213,1,,,,
157,98,25.62950701,8.648122197,9.715206746,50.68324894,5.843022144,6.770516939,1,,,,
157,133,27.34514211,8.839878085,9.309635187,54.28878701,7.17790562,8.668905784,1,,,,
158,71,26.38024199,11.2755743,14.49206757,51.47612179,12.36373052,9.95764528,1,,,,
158,221,27.34050691,7.870210597,9.383245347,50.92666285,10.67484481,11.85762203,1,,,,
159,162,26.94254121,7.853960936,9.413352855,52.23996573,7.974671842,10.21104141,1,,,,
159,178,NaN,NaN,NaN,NaN,NaN,NaN,2,,,,
159,197,27.05856859,8.322852153,8.189531828,51.40243098,6.483342795,8.503646674,1,,,,
159,233,28.04056408,16.6170788,12.94232325,52.70389906,8.394473367,8.695629019,2,,,,
159,250,27.31322953,9.714822566,9.601531598,51.95848023,6.795216681,8.494990766,1,,,,
160,52,26.36305238,9.456463918,8.276776437,54.86557917,12.25673628,9.321237958,1,,,,
160,152,25.52443575,12.56291623,9.039442572,51.82609453,6.228979597,8.013128932,1,,,,
160,170,27.95971442,7.240865011,7.524717955,54.8256782,6.298864874,7.788774749,1,,,,
160,212,27.98664474,8.010718884,8.909594223,63.04627926,17.16986986,17.50315781,1,,,,
161,35,27.65964324,12.81227554,9.571811497,56.38183995,7.398736392,7.545590241,1,,,,
161,44,27.61333338,7.489029576,10.07421372,53.34296253,6.738368923,7.697580608,1,,,,
162,18,25.58307648,7.8601653,10.5813383,50.63228117,6.405167987,7.431474525,2,,,,
162,143,26.24912486,7.298956769,8.096547032,49.84754505,13.48645436,10.12119009,1,,,,
163,104,27.7822529,12.32075611,9.943461678,53.55844077,7.503926346,9.882622803,1,,,,
163,120,26.12400762,19.04851215,16.74465435,51.06476698,6.461451205,7.827504072,2,,,,
164,74,28.9818746,8.630504082,8.782807143,54.16140472,10.03497848,11.36720104,1,,,,
164,91,24.99457684,8.511075067,7.229314512,51.33724267,7.535699531,8.740579201,1,,,,
164,131,27.22244005,7.177763411,8.236041608,54.85910486,13.14879939,7.284064116,1,,,,
165,160,25.54492017,9.198867532,8.954497655,50.8169267,8.190580811,8.596701533,1,,,,
165,178,28.66739996,8.367639694,9.857266851,54.17949321,7.308861581,7.168701732,1,,,,
165,207,25.46973771,8.605778612,10.64409355,52.223185,7.344645387,7.708168724,1,,,,
166,26,26.08967599,7.811622057,9.937143605,52.75863957,6.932101906,8.231571152,1,,,,
166,219,26.70414828,7.899125075,8.249468932,49.39636528,9.213926745,7.349622596,1,,,,
166,230,27.69432792,8.310888888,10.32798966,52.34792917,8.261565041,7.575864032,1,,,,
167,196,27.33834078,11.74391282,13.74099506,53.06928552,10.48202048,9.511017592,1,,,,
168,14,28.25665546,7.123071307,8.079283709,56.59835948,7.36248342,11.00189969,1,,,,
168,47,25.13778825,9.622018102,9.411138619,53.26955743,8.405588298,9.364623963,1,,,,
168,150,26.2793863,6.662983591,8.35593184,50.86448093,7.036276591,8.034982396,1,,,,
168,171,30.61925721,6.029311299,8.455058182,54.72387219,5.918564351,8.141334407,3,,,,
169,39,25.6841116,8.828036343,7.888120601,62.90607249,11.99830248,11.56715707,1,,,,
169,109,26.36593206,5.551594125,8.008890305,NaN,NaN,NaN,2,,,,
170,69,31.79967297,6.455932177,10.86024832,53.88759908,6.807565835,15.39713787,3,,,,
170,163,NaN,NaN,NaN,NaN,NaN,NaN,2,,,,
171,20,26.20307157,6.581521051,8.958417696,52.85217154,9.654071997,15.58858305,1,,,,
171,32,26.75827306,7.208883371,10.50096054,55.45687934,6.974947713,9.155098288,1,,,,
171,123,27.38272506,6.313366755,9.559848059,52.70898169,6.58585926,7.429209965,1,,,,
171,139,26.25054453,6.523692216,9.387232471,54.16016695,7.171235908,9.277752369,1,,,,
172,130,27.17789169,5.245678995,7.93285998,63.23513062,9.338467993,10.30113212,2,,,,
172,157,25.96392957,6.33976369,9.521926972,50.20156997,17.30179562,13.97911101,1,,,,
172,188,26.38052322,7.811323689,8.049256005,54.79899851,6.318130225,7.690255067,2,,,,
173,178,26.80640428,6.541106544,7.394065219,51.66302571,6.119566542,7.897388255,1,,,,
173,225,32.31544388,5.628614239,7.793653577,53.27383178,5.831907767,7.919763429,3,,,,
173,235,27.26191488,9.69882736,9.741776194,50.58791558,7.125686444,8.109335743,1,,,,
174,61,28.03041357,7.433298905,9.955035851,53.64452502,8.50589027,7.461269551,2,,,,
174,167,26.89034689,5.663799561,9.160656432,51.90849049,8.384920617,10.42626506,1,,,,
175,194,25.97470336,9.6575508,9.326543783,52.8018175,10.73722487,9.12418089,1,,,,
175,245,28.27266243,6.110879668,8.89401589,52.44043635,9.716975023,11.40527048,1,,,,
176,50,28.64295686,8.74930081,9.621888016,55.64048839,10.6602792,19.08649727,1,,,,
176,109,25.76053768,6.352129449,8.23092618,NaN,NaN,NaN,1,,,,
177,98,26.73552474,6.848763924,7.732141027,52.64766653,6.964903045,9.346518332,1,,,,
177,230,NaN,NaN,NaN,NaN,NaN,NaN,1,,,,
178,24,25.86512886,9.489185531,10.48190119,49.79910596,7.207264632,8.598869549,1,,,,
178,69,27.0432419,6.535103866,7.823251167,51.70903624,5.734706846,7.617745686,1,,,,
178,86,27.74207488,8.195019245,9.981714921,55.33088664,8.86790013,11.16266285,1,,,,
178,119,26.77433097,7.293794369,10.44723064,52.7995774,6.497066695,7.680958619,1,,,,
178,138,32.78819743,7.282415251,8.902673712,62.19929955,9.077390193,9.065051384,3,,,,
178,254,27.50395101,7.684731075,13.4086678,49.81158943,7.217651726,7.713283011,1,,,,
179,176,26.4492612,7.975962445,8.724154142,52.03843985,6.444878905,7.707224827,1,,,,
180,36,31.46424955,13.84222019,13.1705073,NaN,NaN,NaN,3,,,,
180,154,26.07534341,7.001637826,9.571406302,50.20365814,5.925857787,7.897869784,1,,,,
180,186,25.82383809,7.301041366,9.177569312,50.70510032,6.529414115,7.124802758,1,,,,
181,30,25.94153583,18.54532091,9.876090457,50.81932839,10.10413592,9.685889166,1,,,,
181,57,26.11461362,6.392002232,9.032409182,50.33659199,6.070284482,8.992127603,1,,,,
181,162,26.32445894,8.400526268,8.657388687,52.32486287,6.32119424,7.840661137,1,,,,
181,203,27.07310658,6.994323855,10.41264211,53.36887792,10.39188996,9.91773954,1,,,,
181,237,26.7059548,10.56001017,8.969740803,51.65703514,7.578836552,8.184085841,1,,,,
182,246,28.99938003,8.204471532,9.226835951,55.64711868,14.01355072,9.032018777,1,,,,
183,46,27.75654945,6.942348406,7.734982737,54.55428901,6.4750505,8.579728826,1,,,,
183,194,31.39826567,7.731574395,9.517820371,57.32952451,10.6659554,14.25564447,3,,,,
184,93,32.92419482,7.319753207,8.801259984,62.31747476,9.232701359,11.4606442,3,,,,
184,145,25.8757645,7.253272534,8.081207287,50.51132337,6.727599218,7.153276018,1,,,,
184,172,25.23244654,6.152563216,9.740679206,51.12540123,8.114921151,9.96915567,1,,,,
186,19,25.76299851,8.851448566,9.745479025,51.10705115,6.572166697,7.221444115,1,,,,
186,136,26.58350089,6.855314389,7.718445362,51.66314498,8.699135003,8.111425706,2,,,,
187,10,25.85574768,8.651427358,12.65980087,49.75539206,10.54492927,12.8936312,2,,,,
187,83,27.42140018,7.088364391,7.561293184,55.64176858,7.323833134,7.381169756,1,,,,
187,153,27.2304498,8.357433168,10.05356878,50.99452004,11.21471533,10.83586478,1,,,,
188,52,25.5763318,9.428458019,11.7639466,51.67212486,7.445528301,9.411034754,1,,,,
188,71,26.38120038,19.45689532,12.35870834,50.51232288,6.48028558,8.585344267,1,,,,
189,161,27.05763079,7.158876525,9.904582343,49.35818245,7.507174256,7.698618128,3,,,,
189,219,28.1582909,6.3075099,9.343218275,52.64011644,10.35466614,9.174331084,1,,,,
190,29,25.91956974,8.509631704,7.341389359,50.85263025,7.926136506,8.778613884,1,,,,
190,109,29.46059494,7.078727966,8.34099667,53.481015,9.383352726,12.09451219,1,,,,
190,127,26.77681746,8.416041974,8.731173373,52.46627958,7.505313105,7.973397785,1,,,,
190,235,28.29378379,8.646965291,11.99468926,53.13312547,10.98006646,8.955067051,1,,,,
191,89,26.41509563,9.413718028,9.287663584,NaN,NaN,NaN,1,,,,
191,189,25.41670141,6.814280283,8.277562539,53.51637787,7.688142863,7.380846201,1,,,,
192,148,28.22516212,8.764560598,9.842525517,50.97045467,9.930351832,7.573768295,3,,,,
193,13,26.99875378,10.2648248,12.10176849,53.58358213,6.733605444,7.907840563,1,,,,
193,22,28.86286874,8.118493489,10.03644565,49.42908639,6.061758084,7.847430065,3,,,,
193,180,25.59611194,9.602982526,8.801793681,53.94937282,18.3561258,9.381729495,1,,,,
194,59,29.3426792,5.297981876,7.137774371,53.17963832,6.531298874,7.836078689,3,,,,
194,77,26.31311691,7.134684731,9.766129003,51.95575767,11.25396849,11.57952411,2,,,,
194,98,27.54349878,6.123827186,7.992616515,53.45842861,6.638891665,7.21640125,1,,,,
194,258,26.07723487,12.74931415,8.31626844,50.96518205,7.036815331,6.995541824,1,,,,
195,223,25.45601914,7.463477542,11.19921222,52.7217966,13.40762634,9.657168693,1,,,,
196,35,26.31906776,10.40103186,12.45321828,54.24360759,6.716300593,9.555225078,1,,,,
196,49,27.50506702,7.955594835,9.230917601,54.80005594,6.703667633,8.182298802,1,,,,
196,197,NaN,NaN,NaN,NaN,NaN,NaN,3,,,,
198,106,27.69258356,7.241484662,8.255927726,50.80971103,7.203272735,8.878536686,2,,,,
198,126,28.99505994,6.722920863,9.159452451,54.57786701,10.4869419,13.34719263,1,,,,
198,204,25.98247837,8.305557588,10.48038033,52.84418929,8.364292146,7.267105455,1,,,,
198,238,26.83086971,9.341464371,12.43456756,52.18177595,9.273226861,7.024838001,1,,,,
199,10,27.25321036,6.915464724,9.024285511,52.08457496,7.664274238,11.63337667,1,,,,
199,21,28.11260815,10.92080692,11.74187983,52.37745114,10.82627082,9.769441058,1,,,,
199,28,25.27241589,7.529809951,9.031616424,51.83519545,9.878464661,11.82697154,1,,,,
199,142,27.03853702,8.55753279,8.091581587,52.90885701,7.802408243,8.636492754,1,,,,
199,188,24.65556279,6.260920684,7.129086064,51.53663732,10.53829244,7.474552559,1,,,,
199,254,26.53403905,6.310120034,9.916394985,54.16618967,12.19297667,9.742908906,2,,,,
200,40,26.67801805,9.327690845,11.12786631,54.55188637,7.87002977,10.04406677,1,,,,
200,59,NaN,NaN,NaN,NaN,NaN,NaN,1,,,,
200,152,27.0409536,6.795215787,9.34340381,52.33809123,8.34775547,14.79446046,1,,,,
200,232,26.93821379,10.23800102,17.95492483,54.44853991,7.93438976,8.965735577,1,,,,
201,79,26.76726206,7.42212416,12.2796767,52.41501554,5.16347637,7.504940209,1,,,,
202,133,27.17294589,9.650966068,9.869439919,53.1723076,8.447957853,10.58324003,2,,,,
203,67,27.3734904,9.119875644,9.594931384,53.02518187,7.20618946,8.334134952,1,,,,
203,161,30.75938384,6.542993726,9.048955632,51.52225092,9.925372779,11.0113024,3,,,,
203,195,24.56186548,7.751009574,7.652198748,49.90575048,7.655270195,8.932630401,1,,,,
204,35,27.70408036,6.822680639,8.265137135,52.7472116,6.824994185,8.424037391,1,,,,
204,114,25.91815068,7.928392425,11.48185439,53.18762898,7.18921389,9.666122869,1,,,,
204,209,30.3583904,7.462941406,11.24121343,58.18321912,9.321024218,10.45478404,3,,,,
204,247,26.72287868,11.47703205,12.37970726,55.62274578,14.18175117,10.6323279,1,,,,
205,19,28.96565767,7.686715293,16.96984007,52.27546959,6.195705557,15.60341227,2,,,,
205,88,26.83494511,10.85206181,9.160150554,52.48209103,9.89459504,10.42515051,1,,,,
205,125,27.57751127,6.004671498,9.093366545,52.75219853,5.916022096,8.978813293,2,,,,
205,218,25.9745384,11.12071602,9.715354954,51.11152922,12.06199869,8.594295615,1,,,,
206,255,27.73569927,7.713629158,8.721816818,54.69715729,7.857752502,8.434521129,1,,,,
207,8,32.4836064,9.597867119,10.18064958,66.21527257,17.97111044,10.61235073,2,,,,
207,107,34.30507192,7.972330749,12.80173541,48.09838545,6.231090769,7.606243002,2,,,,
207,155,27.66719565,5.905795625,9.249983866,55.80835219,7.147382414,8.743171975,1,,,,
207,188,26.43709585,6.617818729,8.935313403,50.24371875,9.582918837,10.31517389,1,,,,
207,235,26.7862383,7.728192018,9.380275851,52.95126507,9.147052136,7.67635518,1,,,,
208,75,27.47979819,6.005620689,7.669659135,54.08209993,7.835783696,13.81154354,2,,,,
208,227,26.60640256,7.288540889,8.758575799,53.25083777,10.59088186,7.986243702,1,,,,
209,43,25.47649484,8.492063606,11.2134442,49.16194075,5.12545718,6.294822854,1,,,,
209,58,26.09165277,8.119574969,11.07871574,50.74352391,7.060280595,7.564171497,1,,,,
209,96,27.25947231,6.626601217,8.759626882,52.75343043,6.908916659,9.29506929,1,,,,
209,137,27.31025718,9.68907018,8.310450947,53.80488868,5.996600933,7.899938788,1,,,,
210,25,26.58156302,6.893017268,11.17788593,53.34669313,8.02038453,8.851365666,1,,,,
210,115,26.86530178,6.427164942,8.00896665,52.02218698,8.378660482,8.360334936,1,,,,
210,179,30.47206807,7.766664695,10.30753987,51.29127443,8.262623009,8.245033997,3,,,,
211,17,28.33734701,7.048448525,11.58814555,57.99860119,7.981219599,10.30438803,1,,,,
211,33,27.04369665,10.90200996,10.99692136,50.87810145,8.189507675,9.458304503,1,,,,
211,85,27.30033242,8.930464085,9.794621031,53.22665482,7.229276672,10.46085716,1,,,,
211,210,25.41399352,6.569977596,7.851084773,48.104029,12.86921298,10.96541568,2,,,,
212,6,27.53461963,7.940306955,9.289967193,55.22908842,9.300839126,9.178449772,1,,,,
212,69,28.35914964,7.324363335,8.3113646,56.06428388,8.78502076,10.03226269,1,,,,
212,162,28.00716152,6.69116636,9.104169232,56.28138475,8.094265731,9.199680756,1,,,,
212,192,25.83201346,12.05954822,14.7871726,49.20559569,9.758491618,10.99188707,2,,,,
212,248,28.32149117,6.34792783,9.474448967,NaN,NaN,NaN,1,,,,
213,51,24.5918485,13.882063,9.222278562,49.30948251,11.17900912,13.80669639,2,,,,
213,128,26.88583353,7.187836341,10.62434477,52.9170276,7.839923681,9.178104479,1,,,,
213,146,27.38731692,7.951605887,11.3805029,52.61212179,7.931156472,8.18216537,1,,,,
213,170,26.4429773,10.20792812,14.23258083,50.24887727,12.12951784,8.560961097,1,,,,
214,79,26.95476217,6.851171115,10.02299966,52.73778765,5.978481536,8.536951142,1,,,,
216,43,28.94066145,7.499310209,9.141062288,53.82271409,7.550317481,8.984198136,1,,,,
216,91,29.66742217,5.338111315,8.187552617,51.9285928,6.55296249,7.682681367,3,,,,
216,202,24.55193439,10.39964447,10.54027466,50.48344748,9.384062162,10.02432478,1,,,,
217,61,26.40619969,6.140568429,9.168514599,53.56856415,5.485485759,7.085928379,1,,,,
217,137,27.36020876,10.7544484,9.497031949,55.63762558,6.755764637,7.560222518,1,,,,
217,155,26.36407611,5.896036474,7.665742385,51.13115468,6.917841878,8.715705158,1,,,,
217,188,25.5782571,8.706903934,8.92456586,52.54868955,6.675097713,7.739897272,1,,,,
217,226,26.16578237,7.800522179,9.409887279,51.46924681,9.562500135,13.0480386,1,,,,
218,24,25.21902273,13.32069304,15.94687615,51.43863345,14.52393133,13.0765764,1,,,,
218,114,26.95239805,6.098412715,10.40716245,56.4968869,6.445454834,7.820278913,2,,,,
218,253,28.06974648,6.905316605,8.968108717,54.02768773,9.237847423,7.094627074,1,,,,
219,10,23.96501859,9.078677539,9.41811255,51.62266484,6.406654906,7.683894551,1,,,,
219,162,27.22897074,9.152929016,12.92731128,52.14393537,7.413534547,10.89685844,1,,,,
219,210,25.3260925,13.5218294,11.46496775,50.71816473,15.68863784,13.39485717,1,,,,
220,53,25.42111175,7.069284259,9.057233308,51.54226633,7.597169496,9.662830312,1,,,,
220,128,30.97903753,5.681550706,7.989154616,55.02820495,6.226671407,7.830060061,3,,,,
220,146,27.11445727,7.001128999,10.06223873,56.32389756,6.271217723,8.101595754,1,,,,
221,68,27.24342557,5.734333391,8.353042365,51.94438435,8.01849474,8.433222216,1,,,,
221,81,25.86054122,5.978065317,9.887445977,51.24514401,5.73880666,9.288563737,1,,,,
221,100,27.38541041,7.586037868,12.37616987,51.92649799,10.21834494,10.44832965,1,,,,
221,233,27.35110474,8.119327147,7.661701673,54.76343198,8.461287109,9.797102696,1,,,,
222,220,28.11138321,9.57505373,8.29895889,56.43863656,6.980602405,6.66525726,1,,,,
223,28,26.47040978,6.693742044,8.446758014,48.48630751,6.305706503,8.435085465,1,,,,
224,92,27.62498301,7.610770736,12.82789105,56.30508247,7.908779969,8.604168209,1,,,,
224,174,26.65404895,11.22723921,13.78470188,52.78412633,8.480677311,8.475841328,1,,,,
224,196,25.85654445,8.140386719,11.54960548,50.69555984,7.238901228,8.105257742,1,,,,
225,108,28.32891822,7.882394613,11.60210369,55.34921997,8.346700752,9.25235991,2,,,,
225,138,28.20278166,5.813535156,8.650617271,55.73583037,6.204819991,7.587006383,2,,,,
225,165,27.78291501,6.767865881,10.52046002,53.22960191,6.27992961,8.559420446,1,,,,
226,58,26.07294916,6.77625439,7.965027532,53.76344369,7.655898004,9.42525195,2,,,,
226,118,27.25543944,12.97111588,10.72684737,53.55792813,8.220820071,8.090843289,1,,,,
226,126,25.5357536,7.775198056,9.31534379,51.61718829,7.700317923,8.246967457,1,,,,
226,257,26.49852939,7.258140742,7.37562904,51.36911925,7.847233148,8.523624933,1,,,,
228,84,27.81402007,7.459610076,8.327280536,53.68460384,6.628650223,7.580406654,2,,,,
228,146,26.5542939,7.790921289,9.199985317,54.28475371,9.119015507,8.791607192,1,,,,
228,203,27.72056754,9.05633291,9.720328453,55.10435043,10.01378108,9.63866502,1,,,,
228,214,26.57980137,9.478779076,6.719019315,50.25146068,12.63377478,9.128699043,1,,,,
228,226,27.43725088,6.229396783,7.600625658,54.53414263,11.59667242,10.51357503,1,,,,
228,237,26.81221922,7.413262496,8.74641157,50.56643394,15.01990903,8.390158331,2,,,,
230,99,29.54782636,6.951147135,9.274543976,58.34558505,7.307291335,6.70097332,2,,,,
231,11,26.22731621,11.81948217,13.32182919,52.06275116,8.295863348,10.57161183,1,,,,
231,32,25.6747632,17.89296481,11.12375625,50.62679635,8.990192714,9.391016331,1,,,,
231,63,26.46421642,7.206609049,10.77185502,52.03996435,6.5961618,12.44029411,2,,,,
231,133,26.52205537,8.317430617,7.985430143,51.3136793,8.042419432,11.74900296,1,,,,
232,46,27.25555628,5.950017229,10.27496466,54.12274152,7.564987055,8.137508641,1,,,,
232,159,27.16221858,6.941775898,7.674463351,46.25231689,10.1578451,10.1632488,1,,,,
232,169,26.77271124,7.684717597,8.842066355,53.16667432,8.996809383,8.679302986,1,,,,
232,249,26.02002179,10.26617304,9.40206655,52.44831011,9.994848475,8.102397512,1,,,,
233,121,28.4656884,5.508334731,8.431314047,55.69988538,8.581700251,10.42465626,1,,,,
233,203,26.79674272,8.15036533,7.244616788,50.54281646,11.64116526,6.897789831,1,,,,
234,56,25.43192832,6.303908554,7.674778157,53.29668616,7.203490913,8.34207977,1,,,,
234,78,24.39522897,5.52442086,8.131719732,52.87583885,6.931668732,8.623751529,1,,,,
234,149,27.17134033,9.095870972,9.958330964,53.17749781,12.50632981,10.41910976,1,,,,
234,238,26.59764756,6.158408545,7.944604394,50.62127018,7.998503069,8.382324571,1,,,,
235,5,27.1166614,13.99507932,14.34231572,56.16076084,6.890529874,8.946147612,1,,,,
235,69,28.62958094,12.88075322,11.37203734,57.12719624,14.84763875,9.99271371,1,,,,
235,88,31.61493716,6.34098629,9.953950095,NaN,NaN,NaN,3,,,,
235,213,26.86168159,8.316916896,7.309756139,53.39073322,13.23126407,7.97433414,1,,,,
236,18,25.31925313,11.76687774,18.29060095,53.1443956,7.062496364,9.394151216,1,,,,
236,29,28.86252883,9.423884757,9.95696435,53.78594154,7.135810659,8.989262549,3,,,,
237,129,29.17619445,5.915104254,8.847418359,57.33410736,7.462520366,7.950560172,2,,,,
237,188,25.8003377,9.002747645,7.238772518,52.24840041,7.717492087,11.01169796,1,,,,
238,101,28.13213533,8.591955313,9.695749529,55.87748136,6.571733787,7.222652226,1,,,,
238,167,28.48100444,6.662105943,7.790538517,55.2334558,10.67517857,8.222447427,1,,,,
239,156,26.10018338,6.287721223,8.36323829,52.01577444,7.967238066,7.425779042,1,,,,
239,176,26.64113522,7.674020431,9.288224891,52.43140706,8.218230253,7.145556819,1,,,,
239,233,25.37571106,8.154668622,11.00055753,49.53924027,12.37586629,9.642349564,1,,,,
239,245,25.66565934,8.180611979,9.496577086,50.49013156,8.558567628,8.440959648,1,,,,
